编号,经度,纬度,所属行政区,维护联系人,联系人联系方式,联系人所属部门,监控点名称,使用部门,公安业务,摄像机类型,应用场所,分辨率,是否有拾音器,监控点方向,是否有PTZ,安装位置,是否启用,建设类型,初装日期,监控点描述,制造商,监控点型号,接入汇接点名称,汇接点负责人,监控点IP,位置类型,所属行业,警种,使用性质,监控点所属设备名称,监控点主要作用,标注更新日期,标注更新人,20位编码,32位编码,监控点被访问次数,监控点通道号
98,,,,,,,SL100宿怀路与淮河路交口东南角看路口:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.14.100,室内,,,,SL100宿怀路与淮河路交口东南角看路口,,,,,55010000000000000011200048100000,1,0
99,116.96144,33.64756,,,,,XG035三期银河一路与人民路交口东50米路北看西:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG035三期银河一路与人民路交口东50米路北看西,,,,,55020000000000000011200042000000,4,0
100,116.87608,33.64128,,,,,YQ063三期淮海路百货大楼西门门口（球）:1,110,,球机,"重要交通路口,",高清(720P-1080P),否,,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ063三期淮海路百货大楼西门门口（球）,,,,,55030000000000000011200063700000,1,0
101,117.02316,33.63106,,,,,CD06三期303省道城东街道办事处门口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,CD06三期303省道城东街道办事处门口,,,,,55040000000000000011200021500000,1,0
102,117.02356,33.63106,,,,,CD05三期303省道城东社区卫生服务中心西侧看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,CD05三期303省道城东社区卫生服务中心西侧看东,,,,,55040000000000000011200021400000,1,0
103,116.99893,33.62388,,,,,JH056三期宿固路与淮河路高架桥交口东北角看南:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,JH056三期宿固路与淮河路高架桥交口东北角看南,,,,,55010000000000000011200048000000,1,0
104,116.97595,33.6337,,,,,NG099三期淮海路与汴河路交口华夏商场西门看东（球）:1,110,,球机,"重要交通路口,",高清(720P-1080P),否,,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,NG099三期淮海路与汴河路交口华夏商场西门看东（球）,,,,,55030000000000000011200063600000,1,0
105,116.98615,33.63504,,,,,DG071三期宿怀路与幸福路交口西北角看南:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DG071三期宿怀路与幸福路交口西北角看南,,,,,55030000000000000011200063500000,1,0
106,116.98615,33.63504,,,,,DG072三期宿怀路与幸福路交口西北角看北:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DG072三期宿怀路与幸福路交口西北角看北,,,,,55030000000000000011200063400000,1,0
107,116.98659,33.6287,,,,,SL107三期汽车一队站内水塔西边看站内（球）:1,110,,球机,"重要交通路口,",高清(720P-1080P),否,,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,SL107三期汽车一队站内水塔西边看站内（球）,,,,,55010000000000000011200047900000,0,0
108,116.97573,33.6306,,,,,NG065淮海路派出所南农行前看西:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.8.65,室内,,,,NG065淮海路派出所南农行前看西,,,,,55030000000000000011200063200000,0,0
109,117.00313,33.63442,,,,,TH56曙光北路口（道东卫生所）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,TH56曙光北路口（道东卫生所）,,,,,55040000000000000011200021300000,1,0
110,116.96652,33.63814,,,,,XG047三期公平街与丰收路交口西电力杆看东路口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG047三期公平街与丰收路交口西电力杆看东路口,,,,,55020000000000000011200041900000,2,0
111,116.97198,33.63833,,,,,YQ023三期大河南西街115号对面电杆看东路面:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ023三期大河南西街115号对面电杆看东路面,,,,,55030000000000000011200063100000,1,0
112,116.98876,33.63938,,,,,DG006三期火车站前广场南侧绿化带看西路口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DG006三期火车站前广场南侧绿化带看西路口,,,,,55030000000000000011200063000000,2,0
113,116.94361,33.63161,,,,,SANB142快客站大门口向南看停车场:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.16.142,室内,,,,SANB142快客站大门口向南看停车场,,,,,55010000000000000011200047700000,0,0
114,116.5639,34.111,,,,,淮海路与龙湖路交叉口:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.114,室内,,,,淮海路与龙湖路,,,,,55110000000000000011200031400000,0,0
115,116.94361,33.63161,,,,,SANB140快客站大门口向北看停车场:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.16.140,室内,,,,SANB140快客站大门口向北看停车场,,,,,55010000000000000011200047600000,0,0
116,116.94362,33.63161,,,,,SANB144快客站上车区向南:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.16.144,室内,,,,SANB144快客站上车区向南,,,,,55010000000000000011200047500000,0,0
117,116.9436,33.6323,,,,,SANB139快客站进站口向南:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.16.139,室内,,,,SANB139快客站进站口向南,,,,,55010000000000000011200047400000,0,0
118,116.94878,33.65109,,,,,SANB41快客站大门口向东看入口:1,宿州市公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SANB141快客站大门口向东看入口,,,,,55010000000000000011200047300000,2,0
119,116.94388,33.63088,,,,,SANB136三期快客站候车室北墙看南候车区:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,SANB136三期快客站候车室北墙看南候车区,,,,,55010000000000000011200047200000,1,0
120,116.94384,33.63083,,,,,SANB135三期快客站候车室公共厕所墙上看北候车区（球）:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,SANB135三期快客站候车室公共厕所墙上看北候车区（球）,,,,,55010000000000000011200047100000,1,0
121,116.94385,33.63087,,,,,SANB134三期快客站内售票窗口南侧看进站口:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,SANB134三期快客站内售票窗口南侧看进站口,,,,,55010000000000000011200047000000,1,0
122,,,,,,,SANB132三期快客站京沪高铁候车服务厅（球）:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.16.132,室内,,,,SANB132三期快客站京沪高铁候车服务厅（球）,,,,,55010000000000000011200046900000,0,0
123,116.95293,33.6474,,,,,SANB053三期银河一路市中级人民法院西边路口:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SANB053银河一路市中级人民法院西边路口,,,,,55010000000000000011200046800000,1,0
124,116.5735,34.1158,,,,,公园路实验小学西门:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.122,室内,,,,公园路实验小学西门,,,,,55110000000000000011200031300000,0,0
125,116.5741,34.1202,,,,,顺河路实验小学北门:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.121,室内,,,,顺河路实验小学北门,,,,,55110000000000000011200031200000,0,0
126,116.5705,34.1137,,,,,安良与凤山花园中间段:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.120,室内,,,,安良与凤山花园中间段,,,,,55110000000000000011200031100000,1,0
127,116.9603,33.58496,,,,,JH006人民路与外环六路交口西北角看东:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,JH006人民路与外环六路交口西北角看东,,,,,55010000000000000011200046700000,1,0
128,116.5528,34.103,,,,,小西环与冒山交叉口:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.11.115,室内,,,,小西环与冒山交叉口,,,,,55110000000000000011200031000000,0,0
129,116.5441,34.1148,,,,,西客站:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.11.110,室内,,,,西客站,,,,,55110000000000000011200030900000,0,0
130,116.5536,34.1126,,,,,柏星小学对面:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.11.114,室内,,,,柏星小学对面,,,,,55110000000000000011200030800000,0,0
131,116.5043,34.1016,,,,,世纪大道桥东路南:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.109,室内,,,,世纪大道桥东路南,,,,,55110000000000000011200030700000,0,0
132,116.5621,34.1138,,,,,中山路与龙凤大道（北100米）:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.11.106,室内,,,,中山路与龙凤大道（北100米）,,,,,55110000000000000011200030600000,0,0
133,,,,,,,宿蒙路交警卡口点看南出城方向:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.27.3,室内,,,,宿蒙路交警卡口点看南出城方向,,,,,55060000000000000011200001000000,0,0
134,116.64395,33.63094,,,,,SANB143快客站上客区向北:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,SANB143快客站上客区向北,,,,,55010000000000000011200046600000,2,0
135,117.03736,33.62828,,,,,CD20三期303省道与仁和路交口西南角看东北:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,CD20三期303省道与仁和路交口西南角看东北,,,,,55040000000000000011200021200000,1,0
136,,,,,,,宿州泗县玉兰商业路一东二环丁字路口东南:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.34.1.57,室内,,,,宿州泗县玉兰商业路一东二环丁字路口东南,,,,,55100000000000000011200019600000,0,0
137,,,,,,,宿州泗县玉兰大道一朝阳路路口南:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.34.1.31,室内,,,,宿州泗县玉兰大道一朝阳路路口南,,,,,55100000000000000011200019500000,0,0
138,116.94383,33.63081,,,,,SANB137三期快客站客车出站口北面红色墙上看西:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,SANB137三期快客站客车出站口北面红色墙上看西,,,,,55010000000000000011200046500000,1,0
139,116.94387,33.63079,,,,,SANB133三期快客站售票大厅西北角看东售票窗口:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,SANB133三期快客站售票大厅西北角看东售票窗口,,,,,55010000000000000011200046400000,1,0
140,116.94392,33.63208,,,,,SANB131三期快客站出站口南墙看东通道出口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,SANB131三期快客站出站口南墙看东通道出口,,,,,55010000000000000011200046200000,2,0
141,116.5602,34.1016,,,,,世纪大道与丰收路交叉口:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.11.105,室内,,,,世纪大道与丰收路交叉口,,,,,55110000000000000011200030500000,0,0
142,116.5546,34.1015,,,,,世纪大道与虎山路交叉口:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.11.109,室内,,,,世纪大道与虎山路交叉口,,,,,55110000000000000011200030100000,0,0
143,116.5616,34.1016,,,,,邮政局对面:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.11.104,室内,,,,邮政局对面,,,,,55110000000000000011200029400000,0,0
144,116.5642,34.1105,,,,,龙湖路南段:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.107,室内,,,,龙湖路南段,,,,,55110000000000000011200030400000,0,0
145,116.5703,34.1101,,,,,涵洞桥与鹏程中学中间:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.110,室内,,,,涵洞桥与鹏程中学中间,,,,,55110000000000000011200030300000,0,0
146,116.5634,34.0955,,,,,梅村路口南:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.11.107,室内,,,,梅村路口南,,,,,55110000000000000011200030200000,0,0
147,116.5636,34.1129,,,,,龙湖路北段:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.108,室内,,,,龙湖路北段,,,,,55110000000000000011200029800000,0,0
148,116.5654,34.1137,,,,,新联华（凤山）:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.32.12.106,室内,,,,新联华（凤山）,,,,,55110000000000000011200029700000,0,0
149,116.99834,33.61137,,,,,JH258拂晓大道公交公司停车场办公楼南墙看东南:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,JH258拂晓大道公交公司停车场办公楼南墙看东南,,,,,55010000000000000011200046100000,0,0
150,116.99833,33.61128,,,,,JH257拂晓大道公交公司停车场办公楼南墙看东:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,JH257拂晓大道公交公司停车场办公楼南墙看东,,,,,55010000000000000011200046000000,1,0
151,116.99829,33.61121,,,,,JH256拂晓大道公交公司停车场西侧大门看大门:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,JH256拂晓大道公交公司停车场西侧大门看大门,,,,,55010000000000000011200045900000,1,0
152,116.99824,33.61126,,,,,JH255拂晓大道公交公司停车场东侧大门看大门:1,宿州市公安局,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,JH255拂晓大道公交公司停车场东侧大门看大门,,,,,55010000000000000011200045800000,1,0
153,,,,,,,二中广场西南角枪球联动球机:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.8.201,室内,,,,二中广场西南角枪球联动球机,,,,,55060000000000000011200000800000,0,0
154,,,,,,,二中广场西南角枪球联动枪机:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.8.200,室内,,,,二中广场西南角枪球联动枪机,,,,,55060000000000000011200000700000,0,0
155,,,,,,,宿州泗县汴河大道一东三环路西北:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.34.1.24,室内,,,,宿州泗县汴河大道一东三环路西北,,,,,55100000000000000011200019300000,0,0
156,,,,,,,宿州泗县泗州大道―三中北门花园路口西:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.34.1.56,室内,,,,宿州泗县泗州大道―三中北门花园路口西,,,,,55100000000000000011200019200000,0,0
157,,,,,,,宿州泗县汴河大道一东三环路西南:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.34.1.25,室内,,,,宿州泗县汴河大道一东三环路西南,,,,,55100000000000000011200019100000,0,0
158,,,,,,,宿州泗县303省道一东三环路口南:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.34.1.28,室内,,,,宿州泗县303省道一东三环路口南,,,,,55100000000000000011200019000000,0,0
159,,,,,,,宿怀路交警卡口点看南进城方向:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.27.2,室内,,,,宿怀路交警卡口点看南进城方向,,,,,55060000000000000011200000600000,0,0
160,33.54862,33.54968,,,,,63 灵西窑厂门口西,110,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,虞姬,,,,,55090000000000000011100001600000,1,62
161,117.57925,33.57151,,,,,62 田万村卫生所,110,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,虞姬,,,,,55090000000000000011100001600000,1,61
162,,,,,,,火车站停车场枪球联动球机:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.10.211,室内,,,,火车站停车场枪球联动球机,,,,,55060000000000000011200000500000,0,0
163,,,,,,,火车站停车场枪球联动枪机:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.10.210,室内,,,,火车站停车场枪球联动枪机,,,,,55060000000000000011200000400000,0,0
164,,,,,,,火车站广场枪球联动球机:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.10.213,室内,,,,火车站广场枪球联动球机,,,,,55060000000000000011200000200000,0,0
165,,,,,,,火车站广场枪球联动枪机:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.10.212,室内,,,,火车站广场枪球联动枪机,,,,,55060000000000000011200000100000,0,0
166,117.56755,33.53298,,,,,61 检测线路口东杆西照,110,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,虞姬,,,,,55090000000000000011100001600000,1,60
167,117.56713,33.53272,,,,,60 检测线路口南杆北照,110,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,虞姬,,,,,55090000000000000011100001600000,1,59
168,117.00509,33.63226,,,,,TH79汴河路紫莱家园小区门口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,TH79汴河路紫莱家园小区门口,,,,,55040000000000000011200021100000,1,0
169,117.0081,33.6273,,,,,TH37三期韩池子路东盛汽修厂对面看北人行道:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,TH37三期韩池子路东盛汽修厂对面看北人行道,,,,,55040000000000000011200021000000,1,0
170,116.99673,33.64034,,,,,DD33三期港口路与沱河路西北角沱河公园（球）:1,110,,球机,"重要交通路口,",高清(720P-1080P),否,,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DD33三期港口路与沱河路西北角沱河公园（球）,,,,,55040000000000000011200020900000,1,0
171,116.97457,33.6334,,,,,NG070三期汴河路中央广场售楼部西侧看北:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,NG070三期汴河路中央广场售楼部西侧看北,,,,,55030000000000000011200062900000,0,0
172,116.97581,33.63375,,,,,NG068三期淮海路与汴河路交口西北角苹果国际门前看西:1,宿州市公安局,,球机,"重要交通路口,",高清(720P-1080P),否,,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,NG068三期淮海路与汴河路交口西北角苹果国际门前看西,,,,,55030000000000000011200062800000,1,0
173,116.97537,33.63382,,,,,NG069三期淮海路与汴河路西北角御景湾售楼部门前看东:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.8.69,室内,,,,NG069三期淮海路与汴河路西北角御景湾售楼部门前看东,,,,,55030000000000000011200062700000,0,0
174,116.98885,33.64111,,,,,DG004三期火车站出站口北100米单位门南墙看西:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DG004三期火车站出站口北100米单位门南墙看西,,,,,55030000000000000011200062600000,6,0
175,117.58283,33.58519,,,,,59 十里叶庙山口,110,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,虞姬,,,,,55090000000000000011100001600000,1,58
